case:concept:name,concept:name,time:timestamp
Case 2614,Assign seriousness,2013-01-23 15:03:59
Case 2614,Take in charge ticket,2013-02-04 15:29:58
Case 2614,Wait,2013-02-08 13:58:41
Case 2614,Resolve ticket,2013-02-11 10:30:11
Case 1475,Assign seriousness,2012-04-18 09:50:00
Case 1475,Take in charge ticket,2012-04-18 11:59:42
Case 1475,Wait,2012-04-24 08:13:20
Case 1475,Take in charge ticket,2012-04-26 15:04:06
Case 1475,Resolve ticket,2012-04-30 12:08:52
Case 511,Assign seriousness,2012-04-20 13:48:18
Case 511,Take in charge ticket,2012-04-27 10:48:24
Case 511,Resolve ticket,2012-05-03 10:11:09
Case 2659,Assign seriousness,2013-02-20 11:27:41
Case 2659,Take in charge ticket,2013-02-27 08:28:39
Case 2659,Wait,2013-02-28 10:57:56
Case 2659,Wait,2013-02-28 10:57:56
Case 2659,Take in charge ticket,2013-03-15 10:05:24
Case 2659,Resolve ticket,2013-03-15 10:05:41
Case 2260,Assign seriousness,2011-09-28 10:02:41
Case 2260,Take in charge ticket,2011-09-28 12:40:32
Case 2260,Resolve ticket,2011-09-28 14:09:56
Case 1156,Assign seriousness,2013-11-04 14:54:01
Case 1156,Take in charge ticket,2013-11-20 08:38:45
Case 1156,Wait,2013-11-20 09:10:39
Case 1156,Resolve ticket,2013-12-19 10:02:24
Case 102,Assign seriousness,2012-01-30 09:09:29
Case 102,Take in charge ticket,2012-01-30 09:09:57
Case 102,Resolve ticket,2012-01-31 08:12:06
Case 310,Assign seriousness,2011-06-09 10:44:39
Case 310,Take in charge ticket,2011-07-01 07:47:17
Case 310,Wait,2011-07-01 15:15:06
Case 310,Resolve ticket,2011-07-14 15:42:45
Case 2194,Assign seriousness,2012-06-29 07:56:26
Case 2194,Resolve ticket,2012-06-29 13:10:20
Case 3006,Assign seriousness,2011-01-27 14:36:16
Case 3006,Take in charge ticket,2011-02-15 10:54:16
Case 3006,Resolve ticket,2011-02-15 10:54:22
Case 2903,Assign seriousness,2012-04-19 13:39:21
Case 2903,Take in charge ticket,2012-04-19 13:39:31
Case 2903,Resolve ticket,2012-04-19 15:22:13
Case 1544,Assign seriousness,2011-12-07 08:51:54
Case 1544,Resolve ticket,2011-12-07 08:52:27
Case 562,Assign seriousness,2010-12-14 16:44:33
Case 562,Take in charge ticket,2010-12-17 11:20:18
Case 562,Resolve ticket,2010-12-21 09:11:52
Case 1291,Assign seriousness,2011-03-02 16:02:54
Case 1291,Take in charge ticket,2011-03-02 16:03:12
Case 1291,Resolve ticket,2011-03-02 16:06:58
Case 992,Assign seriousness,2010-08-11 12:32:48
Case 992,Take in charge ticket,2010-09-02 08:04:35
Case 992,Resolve ticket,2010-09-02 08:05:33
Case 406,Assign seriousness,2010-01-13 17:25:25
Case 406,Assign seriousness,2010-01-13 17:25:38
Case 406,Take in charge ticket,2010-01-14 11:42:31
Case 406,Resolve ticket,2010-01-14 11:42:37
Case 642,Assign seriousness,2010-10-20 15:32:52
Case 642,Assign seriousness,2010-10-20 15:33:11
Case 642,Take in charge ticket,2010-10-20 15:33:20
Case 642,Resolve ticket,2010-10-22 07:33:43
Case 940,Assign seriousness,2010-03-03 11:38:08
Case 940,Take in charge ticket,2010-03-03 11:41:15
Case 940,Resolve ticket,2010-03-03 11:49:35
Case 2742,Assign seriousness,2010-01-22 14:49:01
Case 2742,Take in charge ticket,2010-01-22 14:49:10
Case 2742,Take in charge ticket,2010-02-22 13:53:42
Case 2742,Resolve ticket,2010-02-22 13:53:49
Case 1584,Assign seriousness,2011-02-02 10:24:41
Case 1584,Take in charge ticket,2011-02-02 10:24:54
Case 1584,Resolve ticket,2011-02-02 10:57:04
Case 193,Assign seriousness,2013-04-12 07:32:41
Case 193,Take in charge ticket,2013-04-22 07:06:20
Case 193,Wait,2013-04-22 07:12:11
Case 193,Resolve ticket,2013-04-29 10:31:09
Case 2290,Assign seriousness,2012-10-08 08:38:32
Case 2290,Take in charge ticket,2012-10-08 10:52:03
Case 2290,Wait,2012-10-23 07:48:06
Case 2290,Resolve ticket,2012-11-08 16:30:29
Case 1736,Assign seriousness,2011-02-09 08:20:39
Case 1736,Take in charge ticket,2011-02-18 17:44:56
Case 1736,Resolve ticket,2011-02-18 17:47:27
Case 1441,Assign seriousness,2013-02-06 11:03:05
Case 1441,Take in charge ticket,2013-03-14 14:39:51
Case 1441,Resolve ticket,2013-03-14 15:18:15
Case 458,Assign seriousness,2012-07-20 10:19:26
Case 458,Take in charge ticket,2012-07-26 15:34:07
Case 458,Resolve ticket,2012-08-28 10:19:09
Case 3017,Assign seriousness,2012-06-05 10:05:11
Case 3017,Take in charge ticket,2012-06-05 10:31:47
Case 3017,Resolve ticket,2012-06-05 15:11:07
Case 2569,Assign seriousness,2013-08-21 08:32:06
Case 2569,Take in charge ticket,2013-09-04 10:23:50
Case 2569,Wait,2013-09-04 10:33:24
Case 2569,Resolve ticket,2013-09-10 10:27:31
Case 2935,Assign seriousness,2011-05-17 12:47:51
Case 2935,Take in charge ticket,2011-05-17 12:48:18
Case 2935,Resolve ticket,2011-05-17 12:55:27
Case 2919,Assign seriousness,2012-03-01 15:25:44
Case 2919,Resolve ticket,2012-03-01 15:26:12
Case 1306,Assign seriousness,2011-04-21 12:27:11
Case 1306,Take in charge ticket,2011-04-21 12:32:11
Case 1306,Resolve ticket,2011-04-22 08:21:01
Case 2219,Assign seriousness,2013-06-11 07:07:46
Case 2219,Take in charge ticket,2013-06-12 15:25:45
Case 2219,Wait,2013-06-12 15:59:51
Case 2219,Take in charge ticket,2013-07-02 14:32:51
Case 2219,Resolve ticket,2013-07-02 14:46:36
Case 586,Assign seriousness,2012-07-24 15:42:04
Case 586,Take in charge ticket,2012-07-26 15:14:39
Case 586,Resolve ticket,2012-08-03 13:19:10
Case 2744,Assign seriousness,2011-02-24 09:00:36
Case 2744,Take in charge ticket,2011-02-24 15:41:20
Case 2744,Wait,2011-02-25 13:48:35
Case 2744,Take in charge ticket,2011-03-18 14:45:38
Case 2744,Resolve ticket,2011-03-18 14:45:45
Case 2423,Assign seriousness,2010-05-24 13:04:42
Case 2423,Take in charge ticket,2010-06-07 09:34:31
Case 2423,Resolve ticket,2010-06-07 09:37:38
Case 2923,Assign seriousness,2011-06-13 14:07:00
Case 2923,Take in charge ticket,2011-06-13 14:07:17
Case 2923,Resolve ticket,2011-06-14 13:45:41
Case 1243,Assign seriousness,2011-04-28 13:14:17
Case 1243,Take in charge ticket,2011-04-28 13:15:05
Case 1243,Resolve ticket,2011-05-10 15:22:45
Case 77,Assign seriousness,2013-09-25 13:32:38
Case 77,Take in charge ticket,2013-09-25 13:33:02
Case 77,Wait,2013-09-25 14:29:45
Case 77,Resolve ticket,2013-10-21 15:09:58
Case 2975,Assign seriousness,2013-10-04 07:28:22
Case 2975,Wait,2013-10-04 09:52:28
Case 2975,Assign seriousness,2013-10-18 14:16:16
Case 2975,Take in charge ticket,2013-10-21 08:49:13
Case 2975,Wait,2013-10-21 08:51:16
Case 2975,Wait,2013-10-21 08:52:05
Case 2975,Take in charge ticket,2013-10-21 08:52:50
Case 2975,Resolve ticket,2013-10-24 13:49:56
Case 863,Assign seriousness,2011-10-14 12:26:39
Case 863,Take in charge ticket,2011-10-17 07:08:06
Case 863,Resolve ticket,2011-10-17 12:08:53
Case 526,Assign seriousness,2012-03-05 08:10:32
Case 526,Take in charge ticket,2012-03-06 16:54:43
Case 526,Wait,2012-03-08 14:18:54
Case 526,Resolve ticket,2012-03-20 10:54:02
Case 801,Assign seriousness,2010-11-11 10:03:44
Case 801,Take in charge ticket,2010-11-11 10:05:19
Case 801,Resolve ticket,2010-11-11 10:05:27
Case 63,Assign seriousness,2013-03-06 15:05:09
Case 63,Take in charge ticket,2013-03-22 08:58:01
Case 63,Resolve ticket,2013-03-22 09:34:16
Case 3023,Assign seriousness,2012-02-24 16:44:18
Case 3023,Take in charge ticket,2012-03-05 11:28:44
Case 3023,Resolve ticket,2012-03-05 11:55:26
Case 2684,Assign seriousness,2012-07-27 15:53:29
Case 2684,Assign seriousness,2012-07-27 15:53:47
Case 2684,Assign seriousness,2012-07-27 15:53:47
Case 2684,Take in charge ticket,2012-07-30 08:09:53
Case 2684,Resolve ticket,2012-07-30 08:13:04
Case 1140,Assign seriousness,2011-01-19 09:17:21
Case 1140,Take in charge ticket,2011-01-25 10:28:10
Case 1140,Wait,2011-01-25 16:33:05
Case 1140,Take in charge ticket,2011-02-09 11:37:25
Case 1140,Resolve ticket,2011-02-09 11:37:34
Case 907,Assign seriousness,2010-09-27 15:32:23
Case 907,Take in charge ticket,2010-09-28 11:06:59
Case 907,Wait,2010-10-29 10:46:07
Case 907,Take in charge ticket,2010-11-05 11:46:33
Case 907,Resolve ticket,2010-11-05 11:46:45
Case 1486,Assign seriousness,2012-01-18 15:03:59
Case 1486,Take in charge ticket,2012-01-18 15:04:20
Case 1486,Resolve ticket,2012-01-18 15:35:35
Case 2640,Assign seriousness,2011-08-19 10:33:10
Case 2640,Take in charge ticket,2011-08-31 10:42:46
Case 2640,Resolve ticket,2011-08-31 10:44:55
Case 493,Assign seriousness,2011-12-22 16:48:48
Case 493,Take in charge ticket,2011-12-27 08:30:02
Case 493,Resolve ticket,2011-12-29 08:36:13
Case 3061,Assign seriousness,2013-09-25 15:44:21
Case 3061,Take in charge ticket,2013-10-02 07:21:53
Case 3061,Require upgrade,2013-10-11 12:29:55
Case 3061,Resolve ticket,2013-10-14 13:39:45
Case 747,Assign seriousness,2013-03-22 09:57:06
Case 747,Take in charge ticket,2013-04-09 07:13:06
Case 747,Wait,2013-04-09 07:47:39
Case 747,Resolve ticket,2013-04-10 13:36:07
Case 1123,Assign seriousness,2010-11-16 10:40:24
Case 1123,Take in charge ticket,2010-11-16 10:40:56
Case 1123,Resolve ticket,2010-11-16 11:32:57
Case 2967,Assign seriousness,2011-11-02 17:01:36
Case 2967,Take in charge ticket,2011-11-02 17:06:35
Case 2967,Wait,2011-11-02 17:23:23
Case 2967,Resolve ticket,2011-11-03 09:22:55
Case 454,Assign seriousness,2011-11-08 15:52:09
Case 454,Take in charge ticket,2011-11-08 15:52:23
Case 454,Resolve ticket,2011-11-08 16:20:00
Case 1880,Assign seriousness,2012-07-24 15:37:47
Case 1880,Take in charge ticket,2012-07-27 10:54:27
Case 1880,Resolve ticket,2012-08-03 10:43:46
Case 137,Assign seriousness,2011-08-05 13:00:13
Case 137,Take in charge ticket,2011-08-11 10:30:47
Case 137,Wait,2011-08-12 13:42:55
Case 137,Resolve ticket,2011-08-19 12:25:37
Case 2181,Assign seriousness,2010-09-20 09:27:59
Case 2181,Take in charge ticket,2010-09-20 09:29:55
Case 2181,Resolve ticket,2010-09-20 09:35:27
Case 862,Assign seriousness,2010-04-12 07:51:54
Case 862,Take in charge ticket,2010-05-04 09:14:26
Case 862,Resolve ticket,2010-05-04 09:28:55
Case 1973,Insert ticket,2010-06-03 14:42:45
Case 1973,Assign seriousness,2010-06-04 07:30:00
Case 1973,Take in charge ticket,2010-06-09 15:39:17
Case 1973,Resolve ticket,2010-06-16 09:04:09
Case 1234,Assign seriousness,2011-07-21 13:31:45
Case 1234,Take in charge ticket,2011-07-25 10:42:21
Case 1234,Wait,2011-07-29 08:11:46
Case 1234,Resolve ticket,2011-07-29 09:35:08
Case 2608,Assign seriousness,2011-09-20 12:15:42
Case 2608,Take in charge ticket,2011-09-20 16:01:59
Case 2608,Resolve ticket,2011-09-22 15:58:15
Case 925,Assign seriousness,2010-09-16 16:32:39
Case 925,Take in charge ticket,2010-09-16 16:32:56
Case 925,Resolve ticket,2010-09-21 08:37:41
Case 2710,Assign seriousness,2011-04-26 14:43:59
Case 2710,Take in charge ticket,2011-05-09 15:19:53
Case 2710,Wait,2011-05-10 13:13:38
Case 2710,Wait,2011-05-11 13:53:25
Case 2710,Take in charge ticket,2011-05-17 07:56:14
Case 2710,Resolve ticket,2011-05-17 07:56:21
Case 2102,Assign seriousness,2010-09-29 12:37:40
Case 2102,Assign seriousness,2010-09-30 07:15:34
Case 2102,Take in charge ticket,2010-09-30 14:47:45
Case 2102,Wait,2010-09-30 16:11:23
Case 2102,Take in charge ticket,2010-10-04 12:07:27
Case 2102,Resolve ticket,2010-10-04 12:07:41
Case 2504,Assign seriousness,2012-09-05 14:46:51
Case 2504,Take in charge ticket,2012-09-10 08:07:48
Case 2504,Wait,2012-09-13 07:57:08
Case 2504,Resolve ticket,2012-10-12 10:16:27
Case 2112,Assign seriousness,2013-06-17 13:51:35
Case 2112,Take in charge ticket,2013-06-17 13:52:02
Case 2112,Wait,2013-06-20 07:13:25
Case 2112,Resolve ticket,2013-07-03 08:07:44
Case 1193,Assign seriousness,2013-01-25 09:16:39
Case 1193,Take in charge ticket,2013-02-18 10:49:57
Case 1193,Resolve ticket,2013-02-20 16:26:46
Case 2725,Assign seriousness,2010-12-20 14:10:32
Case 2725,Take in charge ticket,2010-12-20 16:38:15
Case 2725,Wait,2010-12-21 11:33:55
Case 2725,Take in charge ticket,2010-12-22 10:39:15
Case 2725,Resolve ticket,2010-12-22 10:39:25
Case 1799,Assign seriousness,2013-06-12 09:09:27
Case 1799,Take in charge ticket,2013-06-14 15:18:14
Case 1799,Require upgrade,2013-06-20 08:47:57
Case 1799,Resolve ticket,2013-07-05 15:36:21
Case 1029,Assign seriousness,2012-05-09 09:25:28
Case 1029,Take in charge ticket,2012-05-09 13:22:38
Case 1029,Resolve ticket,2012-05-09 13:40:52
Case 2347,Assign seriousness,2012-07-26 12:10:25
Case 2347,Resolve ticket,2012-07-26 12:36:50
Case 1889,Assign seriousness,2010-12-28 13:43:35
Case 1889,Take in charge ticket,2010-12-28 13:57:57
Case 1889,Resolve ticket,2010-12-29 16:57:51
Case 2916,Assign seriousness,2011-09-12 08:13:08
Case 2916,Take in charge ticket,2011-09-14 08:26:49
Case 2916,Resolve ticket,2011-10-06 08:19:04
Case 575,Assign seriousness,2013-11-14 16:54:23
Case 575,Take in charge ticket,2013-11-28 16:03:26
Case 575,Wait,2013-11-29 10:07:27
Case 575,Resolve ticket,2013-12-10 15:43:41
Case 1709,Assign seriousness,2013-06-24 15:37:08
Case 1709,Take in charge ticket,2013-07-02 10:20:15
Case 1709,Wait,2013-07-03 07:44:13
Case 1709,Resolve ticket,2013-07-26 08:17:59
Case 1135,Assign seriousness,2012-06-08 08:03:05
Case 1135,Take in charge ticket,2012-06-08 08:03:28
Case 1135,Require upgrade,2012-06-14 07:56:56
Case 1135,Resolve ticket,2012-07-13 13:19:37
Case 2536,Assign seriousness,2012-05-16 07:38:34
Case 2536,Take in charge ticket,2012-05-18 07:53:32
Case 2536,Resolve ticket,2012-05-23 17:04:10
Case 563,Assign seriousness,2011-05-18 07:07:11
Case 563,Take in charge ticket,2011-05-18 15:17:52
Case 563,Resolve ticket,2011-05-19 13:13:15
Case 839,Take in charge ticket,2013-05-17 07:16:39
Case 839,Wait,2013-05-24 15:06:33
Case 839,Resolve ticket,2013-06-03 08:12:02
Case 2218,Assign seriousness,2011-04-18 10:50:49
Case 2218,Take in charge ticket,2011-04-20 12:57:29
Case 2218,Resolve ticket,2011-04-20 12:57:36
Case 1837,Assign seriousness,2011-07-05 14:25:48
Case 1837,Take in charge ticket,2011-07-06 08:06:03
Case 1837,Resolve ticket,2011-07-06 08:14:20
Case 1932,Assign seriousness,2011-06-23 08:19:09
Case 1932,Assign seriousness,2011-06-23 08:19:25
Case 1932,Take in charge ticket,2011-06-27 13:04:03
Case 1932,Resolve ticket,2011-06-28 09:40:33
Case 1938,Assign seriousness,2012-02-24 16:46:31
Case 1938,Take in charge ticket,2012-03-06 08:43:12
Case 1938,Resolve ticket,2012-03-06 09:51:05
Case 1413,Assign seriousness,2011-05-30 07:07:28
Case 1413,Take in charge ticket,2011-05-30 07:08:04
Case 1413,Take in charge ticket,2011-05-30 07:10:54
Case 1413,Resolve ticket,2011-05-30 07:46:18
Case 1100,Assign seriousness,2010-10-22 12:35:14
Case 1100,Take in charge ticket,2010-10-22 12:40:36
Case 1100,Wait,2010-10-26 10:16:18
Case 1100,Take in charge ticket,2010-11-05 14:10:58
Case 1100,Resolve ticket,2010-11-05 14:11:21
Case 1732,Assign seriousness,2012-03-29 15:31:13
Case 1732,Take in charge ticket,2012-03-29 15:31:30
Case 1732,Resolve ticket,2012-03-29 15:59:29
Case 515,Assign seriousness,2011-10-20 08:41:43
Case 515,Take in charge ticket,2011-10-20 08:42:26
Case 515,Resolve ticket,2011-10-20 15:46:08
Case 51,Assign seriousness,2012-06-13 13:55:36
Case 51,Take in charge ticket,2012-06-14 07:07:06
Case 51,Wait,2012-06-15 07:16:27
Case 51,Resolve ticket,2012-07-02 09:41:04
Case 2538,Assign seriousness,2012-01-16 10:55:42
Case 2538,Take in charge ticket,2012-01-23 11:43:23
Case 2538,Take in charge ticket,2012-02-09 15:34:59
Case 2538,Wait,2012-02-09 15:35:56
Case 2538,Resolve ticket,2012-02-15 09:34:06
Case 1610,Assign seriousness,2013-04-23 10:46:27
Case 1610,Take in charge ticket,2013-05-08 07:56:51
Case 1610,Resolve ticket,2013-06-03 14:42:39
Case 2439,Assign seriousness,2010-07-12 07:04:58
Case 2439,Take in charge ticket,2010-07-14 10:18:31
Case 2439,Wait,2010-07-22 07:44:36
Case 2439,Take in charge ticket,2010-08-03 15:09:32
Case 2439,Resolve ticket,2010-08-03 15:09:38
Case 1756,Assign seriousness,2011-07-21 07:46:37
Case 1756,Take in charge ticket,2011-07-26 12:22:20
Case 1756,Resolve ticket,2011-07-26 12:44:11
Case 2805,Insert ticket,2010-09-29 13:12:11
Case 2805,Assign seriousness,2010-09-29 13:35:34
Case 2805,Take in charge ticket,2010-09-30 15:35:06
Case 2805,Assign seriousness,2010-10-01 10:06:18
Case 2805,Assign seriousness,2010-10-01 10:06:18
Case 2805,Wait,2010-10-01 13:13:00
Case 2805,Take in charge ticket,2010-10-01 13:13:35
Case 2805,Resolve ticket,2010-10-01 13:13:56
Case 2628,Assign seriousness,2012-07-03 08:20:56
Case 2628,Take in charge ticket,2012-07-05 08:53:43
Case 2628,Wait,2012-07-09 12:30:30
Case 2628,Resolve ticket,2012-07-16 07:53:41
Case 857,Assign seriousness,2012-05-14 12:54:35
Case 857,Take in charge ticket,2012-05-14 13:05:09
Case 857,Wait,2012-05-21 14:47:00
Case 857,Resolve ticket,2012-05-22 07:11:30
Case 70,Assign seriousness,2011-06-07 07:34:53
Case 70,Take in charge ticket,2011-06-07 07:35:14
Case 70,Wait,2011-07-08 08:44:58
Case 70,Resolve ticket,2011-07-12 07:00:36
Case 2078,Assign seriousness,2012-07-17 10:48:11
Case 2078,Wait,2012-07-17 13:05:02
Case 2078,Take in charge ticket,2012-07-18 14:57:05
Case 2078,Resolve ticket,2012-07-23 10:11:25
Case 2918,Assign seriousness,2013-11-18 16:42:54
Case 2918,Take in charge ticket,2013-11-19 07:49:52
Case 2918,Require upgrade,2013-11-21 16:45:42
Case 2918,Take in charge ticket,2013-11-25 12:00:56
Case 2918,Resolve ticket,2013-12-13 14:00:24
Case 2795,Assign seriousness,2012-03-20 14:30:38
Case 2795,Take in charge ticket,2012-03-21 16:42:57
Case 2795,Wait,2012-03-21 16:48:21
Case 2795,Resolve ticket,2012-04-06 14:41:47
Case 2060,Assign seriousness,2012-02-16 16:21:10
Case 2060,Take in charge ticket,2012-02-17 09:23:20
Case 2060,Resolve ticket,2012-02-17 09:36:22
Case 920,Assign seriousness,2010-04-20 14:40:01
Case 920,Take in charge ticket,2010-04-30 15:53:17
Case 920,Resolve ticket,2010-05-04 15:25:52
Case 1934,Assign seriousness,2011-06-24 10:11:39
Case 1934,Take in charge ticket,2011-06-28 08:11:37
Case 1934,Resolve ticket,2011-07-11 07:47:33
Case 1908,Assign seriousness,2012-04-20 08:41:51
Case 1908,Take in charge ticket,2012-04-20 08:42:11
Case 1908,Wait,2012-04-20 09:50:22
Case 1908,Resolve ticket,2012-05-09 07:22:26
Case 1217,Assign seriousness,2012-01-11 11:00:46
Case 1217,Take in charge ticket,2012-01-11 11:00:55
Case 1217,Resolve ticket,2012-01-30 08:29:07
Case 2636,Assign seriousness,2010-07-28 15:18:53
Case 2636,Assign seriousness,2010-08-27 07:29:53
Case 2636,Take in charge ticket,2010-08-30 08:03:41
Case 2636,Resolve ticket,2010-09-03 09:04:51
Case 2995,Assign seriousness,2010-09-22 10:12:24
Case 2995,Take in charge ticket,2010-09-23 08:19:02
Case 2995,Resolve ticket,2010-09-23 10:04:17
Case 1001,Assign seriousness,2013-03-08 17:01:24
Case 1001,Take in charge ticket,2013-03-25 08:08:33
Case 1001,Resolve ticket,2013-03-28 10:31:21
Case 2121,Assign seriousness,2013-11-19 17:09:57
Case 2121,Take in charge ticket,2013-12-04 10:14:44
Case 2121,Resolve ticket,2013-12-05 13:28:27
Case 892,Assign seriousness,2012-04-17 14:32:30
Case 892,Take in charge ticket,2012-04-18 12:38:18
Case 892,Resolve ticket,2012-04-20 15:29:20
Case 2390,Assign seriousness,2012-08-02 15:27:02
Case 2390,Take in charge ticket,2012-08-22 15:30:53
Case 2390,Resolve ticket,2012-08-27 12:20:21
Case 1031,Assign seriousness,2011-02-24 13:41:36
Case 1031,Take in charge ticket,2011-02-24 13:41:54
Case 1031,Wait,2011-03-07 16:53:23
Case 1031,Take in charge ticket,2011-03-25 09:53:46
Case 1031,Resolve ticket,2011-03-25 09:54:11
Case 33,Assign seriousness,2013-04-29 13:22:48
Case 33,Take in charge ticket,2013-05-14 14:53:46
Case 33,Resolve ticket,2013-05-15 10:19:05
Case 1958,Assign seriousness,2011-10-14 14:16:34
Case 1958,Assign seriousness,2011-10-14 14:17:42
Case 1958,Take in charge ticket,2011-10-14 15:15:11
Case 1958,Resolve ticket,2011-10-17 08:39:23
Case 2951,Assign seriousness,2011-03-09 10:33:27
Case 2951,Take in charge ticket,2011-03-09 10:35:25
Case 2951,Wait,2011-03-09 12:02:32
Case 2951,Take in charge ticket,2011-03-10 13:46:03
Case 2951,Resolve ticket,2011-03-10 13:46:38
Case 2166,Assign seriousness,2011-08-30 14:57:04
Case 2166,Take in charge ticket,2011-09-01 16:15:56
Case 2166,Resolve ticket,2011-09-09 13:00:29
Case 2907,Assign seriousness,2012-06-26 08:10:15
Case 2907,Take in charge ticket,2012-06-26 08:10:42
Case 2907,Resolve ticket,2012-07-02 21:45:53
Case 841,Assign seriousness,2013-04-03 09:02:16
Case 841,Take in charge ticket,2013-04-26 09:30:53
Case 841,Resolve ticket,2013-04-26 09:33:04
Case 1263,Assign seriousness,2011-03-08 08:11:58
Case 1263,Take in charge ticket,2011-03-08 08:12:52
Case 1263,Resolve ticket,2011-03-08 11:19:50
Case 204,Assign seriousness,2011-10-31 15:30:39
Case 204,Take in charge ticket,2011-10-31 15:30:50
